Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,513,322021484375,NaN,509,4129,130,3137,7,188,5,False
2,519,172607421875,NaN,513,2553,86,7377,8,281,False
3,586,949035644531,NaN,582,9601,146,1446,8,179,5,False
4,556,416564941406,99,9014533204027,535,8959,26,11502,8,281,False
5,313,435882568359,NaN,306,1132,41,80347,8,230,5,False
6,270,972198486328,NaN,263,1594,33,68289,7,226,False
7,445,849914550781,NaN,439,6003,70,34076,7,107,False
8,377,853759765625,NaN,368,3849,38,90503,6,161,5,False
9,516,238159179688,NaN,509,2045,72,3949,8,230,5,False
10,664,336364746094,NaN,656,78,69122,7,220,5,True
11,521,0439453125,NaN,512,9936,63,72314,8,230,5,False
12,487,901062011719,NaN,478,7065,52,06396,8,232,False
13,556,549255371094,NaN,548,976,72,48804,8,230,5,False
14,3692,53491210938,NaN,3618,137,48,6322,8,281,False
15,522,316711425781,NaN,514,3447,64,51843,8,230,5,False
16,485,648132324219,NaN,476,5651,52,46753,7,199,False
17,561,329223632813,NaN,553,3891,69,69543,8,203,False
18,675,030029296875,73,1961834218353,633,1889,15,13318,8,261,5,False
19,629,816833496094,204,876319867373,561,8228,8,262817,8,281,False
20,364,791748046875,NaN,346,4164,18,85229,8,261,5,False
21,484,780700683594,NaN,475,6384,52,02612,8,230,5,False
22,303,553619384766,NaN,295,3087,35,81726,8,251,False
23,520,635375976563,NaN,512,3886,62,1322,8,230,5,False
24,664,758117675781,NaN,656,74,90173,7,186,5,True
25,306,259216308594,106,779569258913,297,7616,35,04077,8,202,5,False
26,593,821166992188,NaN,586,0726,75,6366,7,181,5,False
27,665,746948242188,NaN,656,67,3031,8,237,5,True
28,343,259307861328,59,0251571826637,335,4394,42,89551,7,187,False
29,303,941864013672,70,7925895130262,295,4471,34,78003,8,209,5,False
30,281,700531005859,NaN,273,2797,32,45288,8,210,5,False
