Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,484,783782958984,NaN,475,8746,53,41381,6,114,False
2,558,905212402344,NaN,550,7837,67,81795,6,114,False
3,486,025482177734,NaN,477,2319,54,27045,6,114,False
4,557,294616699219,NaN,548,7082,63,90416,6,114,False
5,557,801086425781,NaN,548,8161,61,0816,6,114,False
6,484,771270751953,NaN,475,8257,53,19128,6,114,False
7,557,622863769531,NaN,548,7734,62,01248,6,114,False
8,487,546691894531,88,9788739046082,478,6031,53,51385,6,114,False
9,484,966796875,NaN,475,7907,51,85104,6,114,False
10,557,895263671875,NaN,549,1228,62,59631,6,114,False
11,663,715942382813,106,232143551856,656,85,0191,8,217,True
12,663,620056152344,NaN,656,86,08838,8,217,True
13,663,858032226563,NaN,656,83,48151,8,217,True
14,663,3154296875,NaN,656,89,67316,8,217,True
15,663,587341308594,NaN,656,86,45996,8,217,True
16,663,902404785156,162,939493380487,656,83,01257,8,217,True
17,663,579833984375,NaN,656,86,54565,8,217,True
18,663,546081542969,NaN,656,86,93262,8,217,True
19,663,830505371094,181,241092900187,656,83,77502,8,217,True
20,665,008911132813,NaN,656,72,81702,8,217,True
21,664,982299804688,NaN,656,73,03259,8,217,True
22,664,865295410156,177,668923635036,656,73,99634,8,217,True
23,665,066101074219,NaN,656,72,35742,8,217,True
24,665,006958007813,NaN,656,72,83276,8,217,True
25,664,977233886719,NaN,656,73,07373,8,217,True
26,664,90966796875,166,613387426268,656,73,62769,8,217,True
27,665,040893554688,99,8906668644864,656,72,55933,8,217,True
28,665,047119140625,NaN,656,72,50928,8,217,True
29,664,985107421875,228,786278295517,656,73,00977,8,217,True
30,959,916076660156,NaN,928,3213,29,38208,8,251,False
